make,model,year,mileage,engine_size,transmission,fuel_type,terrain_type,avg_road_quality,days_since_service,driving_style,service_needed
Kia,Sonet,2015,51123,2.3,Automatic,Petrol,Hills,4,383,smooth,1
Tata,Altroz,1998,30531,1.3,Automatic,Diesel,Highway,1,78,rough,1
Toyota,Yaris,2020,165795,2.0,Automatic,Diesel,Highway,4,329,smooth,0
Hyundai,i20,2021,4271,2.1,Manual,Diesel,Highway,4,434,normal,0
Toyota,Corolla,2012,72307,1.2,Automatic,Diesel,Urban,5,102,smooth,0
Suzuki,Alto,2019,139674,1.6,Automatic,Petrol,Hills,3,47,rough,0
Toyota,Corolla,2012,56201,1.8,Automatic,Diesel,Hills,1,326,normal,1
Tata,Altroz,1999,66753,1.4,Manual,Petrol,Urban,4,218,smooth,0
Suzuki,Baleno,2015,49458,0.9,Manual,Diesel,Urban,5,40,smooth,0
Tata,Nexon,2016,12766,1.0,Automatic,Diesel,Hills,5,361,normal,1
Toyota,Yaris,2012,69790,2.0,Automatic,Petrol,Urban,1,587,rough,1
Hyundai,i10,2000,50592,2.0,Automatic,Diesel,Highway,5,293,normal,1
Suzuki,Baleno,2000,81699,1.9,Manual,Petrol,Urban,3,357,rough,1
Tata,Tiago,1999,98614,1.8,Automatic,Diesel,Highway,3,561,normal,1
Kia,Sportage,2009,194050,1.0,Automatic,Diesel,Hills,3,491,smooth,1
Tata,Nexon,2001,91233,2.2,Automatic,Petrol,Hills,4,365,smooth,1
Mahindra,Scorpio,2012,185349,2.2,Automatic,Petrol,Hills,4,92,smooth,0
Suzuki,Wagon R,1999,137177,2.1,Automatic,Diesel,Urban,2,339,rough,1
Hyundai,Creta,1998,159632,1.6,Automatic,Diesel,Hills,3,251,normal,1
Hyundai,i10,2009,189509,0.9,Automatic,Petrol,Highway,1,581,rough,1
Mahindra,Scorpio,2021,174286,1.1,Automatic,Diesel,Urban,3,301,rough,1
Hyundai,i20,2020,100925,1.2,Automatic,Petrol,Hills,1,238,smooth,1
Suzuki,Alto,2014,33619,2.3,Automatic,Diesel,Highway,1,351,smooth,1
Toyota,Yaris,2023,111029,2.2,Manual,Diesel,Urban,3,566,rough,1
Suzuki,Baleno,2006,15349,1.6,Automatic,Petrol,Hills,3,141,rough,0
Toyota,Hilux,2015,76150,1.3,Automatic,Diesel,Urban,2,102,normal,0
Kia,Sportage,2017,93170,1.0,Automatic,Diesel,Highway,1,437,smooth,1
Kia,Sportage,2023,50271,1.7,Manual,Diesel,Hills,4,212,normal,1
Toyota,Hilux,2019,44030,1.4,Manual,Petrol,Highway,3,568,smooth,0
Hyundai,i10,2001,180208,2.2,Automatic,Diesel,Hills,4,317,normal,1
Hyundai,Venue,2016,116746,1.5,Automatic,Petrol,Hills,3,375,smooth,1
Mahindra,Scorpio,1998,130589,2.4,Manual,Diesel,Hills,2,278,smooth,1
Suzuki,Wagon R,2015,51787,1.5,Automatic,Petrol,Urban,2,285,normal,1
Tata,Altroz,2022,89019,1.9,Automatic,Diesel,Highway,4,141,normal,0
Suzuki,Wagon R,2023,114370,1.1,Manual,Petrol,Hills,1,27,rough,1
Kia,Sportage,2013,196321,2.1,Automatic,Diesel,Highway,4,203,rough,1
Hyundai,Venue,1999,79069,1.5,Manual,Diesel,Highway,3,52,normal,0
Suzuki,Baleno,2009,139238,1.4,Automatic,Diesel,Urban,3,464,normal,1
Suzuki,Wagon R,2006,134988,2.1,Manual,Diesel,Highway,5,193,smooth,1
Toyota,Yaris,1999,194018,0.8,Automatic,Petrol,Hills,4,25,rough,0
Suzuki,Baleno,2000,122259,1.6,Manual,Petrol,Urban,2,81,rough,0
Mahindra,XUV300,2011,27245,1.2,Manual,Diesel,Highway,1,43,rough,1
Toyota,Yaris,2021,197013,0.9,Automatic,Diesel,Hills,1,90,rough,1
Suzuki,Wagon R,2006,84548,2.1,Automatic,Petrol,Hills,4,109,normal,0
Tata,Nexon,2012,165651,1.9,Manual,Petrol,Urban,5,256,smooth,0
Kia,Sportage,1998,101373,2.1,Automatic,Diesel,Highway,2,493,smooth,1
Mahindra,Bolero,2013,148504,2.2,Manual,Petrol,Urban,2,280,smooth,1
Mahindra,Bolero,2007,125188,2.0,Automatic,Diesel,Urban,3,404,normal,1
Tata,Altroz,2013,19118,1.1,Automatic,Diesel,Urban,1,487,normal,1
Toyota,Yaris,2009,69527,1.2,Manual,Diesel,Highway,2,488,normal,1
Suzuki,Baleno,2017,138224,2.1,Manual,Diesel,Highway,5,59,rough,0
Toyota,Yaris,1999,69270,0.9,Automatic,Diesel,Hills,3,25,normal,0
Hyundai,Venue,2006,197354,1.8,Automatic,Diesel,Highway,5,253,smooth,1
Toyota,Yaris,2004,86779,1.1,Manual,Petrol,Hills,5,96,normal,0
Suzuki,Baleno,2023,178207,2.3,Automatic,Petrol,Hills,5,495,smooth,1
Mahindra,Bolero,2019,95272,0.9,Automatic,Petrol,Hills,3,100,normal,0
Suzuki,Alto,2023,13892,1.0,Automatic,Diesel,Highway,2,301,normal,1
Mahindra,Scorpio,2022,148975,2.1,Manual,Petrol,Hills,4,451,rough,1
Mahindra,Bolero,2003,123902,1.0,Automatic,Petrol,Highway,5,80,rough,0
Toyota,Hilux,2001,85137,1.4,Automatic,Diesel,Hills,5,200,rough,1
Toyota,Yaris,1999,87541,2.3,Automatic,Petrol,Highway,2,179,rough,0
Kia,Sonet,2022,173790,2.2,Manual,Diesel,Highway,2,539,rough,1
Suzuki,Alto,2023,150915,1.7,Manual,Diesel,Urban,4,496,smooth,1
Hyundai,Creta,2016,160078,1.3,Automatic,Diesel,Urban,5,144,rough,0
Suzuki,Wagon R,2012,139997,1.0,Manual,Petrol,Highway,5,213,normal,0
Kia,Sportage,2017,5917,1.9,Automatic,Diesel,Highway,4,210,smooth,0
Tata,Nexon,2008,16574,2.2,Manual,Diesel,Urban,5,61,smooth,0
Toyota,Yaris,2019,104364,1.3,Manual,Diesel,Urban,4,476,smooth,0
Suzuki,Wagon R,2015,193515,1.1,Manual,Diesel,Highway,5,118,smooth,0
Tata,Nexon,2014,41069,0.9,Manual,Diesel,Hills,5,152,smooth,0
Suzuki,Wagon R,2015,134568,1.3,Manual,Diesel,Urban,3,410,rough,1
Toyota,Corolla,2023,112628,1.8,Manual,Diesel,Urban,5,487,normal,0
Tata,Altroz,2017,152711,1.6,Automatic,Petrol,Highway,3,599,rough,1
Kia,Seltos,2002,9073,2.3,Manual,Diesel,Hills,4,220,rough,1
Mahindra,Scorpio,2014,181450,1.8,Automatic,Petrol,Highway,1,250,rough,1
Hyundai,Venue,2017,182677,0.8,Automatic,Petrol,Hills,3,171,normal,0
Tata,Altroz,2003,164395,0.9,Automatic,Diesel,Highway,4,294,normal,1
Tata,Nexon,2006,45129,1.0,Manual,Diesel,Hills,4,155,smooth,0
Kia,Sportage,2016,128277,0.9,Manual,Petrol,Hills,3,206,rough,1
Tata,Altroz,2009,70325,1.2,Automatic,Diesel,Urban,1,34,rough,1
Tata,Altroz,1998,133747,2.3,Manual,Diesel,Highway,4,300,rough,1
Mahindra,Scorpio,2022,116700,1.4,Manual,Petrol,Highway,2,141,smooth,0
Suzuki,Swift,1998,17469,2.1,Automatic,Diesel,Urban,2,287,normal,1
Hyundai,i10,2003,144569,1.7,Automatic,Petrol,Hills,3,525,smooth,1
Toyota,Hilux,2020,181553,2.0,Automatic,Diesel,Hills,3,280,smooth,1
Toyota,Yaris,2018,134031,2.2,Manual,Petrol,Urban,2,548,smooth,1
Tata,Nexon,2001,122756,1.7,Automatic,Petrol,Highway,3,217,smooth,0
Toyota,Yaris,2010,127541,1.4,Automatic,Diesel,Urban,3,410,normal,1
Kia,Sportage,2007,55995,1.4,Automatic,Diesel,Hills,4,516,smooth,1
Toyota,Yaris,2014,73791,1.6,Manual,Diesel,Urban,5,578,rough,1
Tata,Nexon,2005,75516,1.8,Manual,Petrol,Highway,5,57,rough,0
Hyundai,Venue,2005,111518,1.8,Automatic,Diesel,Highway,4,441,rough,1
Tata,Tiago,2015,47610,2.2,Automatic,Petrol,Urban,5,267,rough,1
Mahindra,Bolero,2020,90524,2.1,Manual,Petrol,Urban,1,485,normal,1
Suzuki,Alto,2019,154808,1.1,Manual,Petrol,Hills,4,529,normal,1
Hyundai,i20,2003,62056,1.7,Manual,Petrol,Highway,5,149,normal,0
Tata,Altroz,2015,79567,1.5,Manual,Petrol,Highway,4,381,normal,0
Toyota,Hilux,2002,171857,2.4,Manual,Petrol,Hills,5,82,smooth,0
Suzuki,Alto,2021,133053,1.8,Manual,Diesel,Hills,5,166,smooth,0
Mahindra,XUV300,2019,195589,1.8,Manual,Diesel,Urban,5,312,smooth,0
Suzuki,Alto,2008,42454,2.2,Automatic,Diesel,Urban,5,92,rough,0
Mahindra,Scorpio,2000,20619,2.4,Automatic,Petrol,Hills,3,572,rough,1
Mahindra,XUV300,2001,41789,1.4,Manual,Petrol,Hills,4,261,rough,1
Kia,Sonet,1999,136539,1.4,Automatic,Petrol,Highway,4,295,smooth,0
Kia,Seltos,2009,37822,1.1,Manual,Petrol,Hills,4,138,rough,0
Tata,Nexon,1999,169429,2.0,Automatic,Petrol,Urban,1,72,smooth,0
Hyundai,i20,2005,180540,1.6,Manual,Diesel,Highway,2,340,smooth,1
Kia,Seltos,2014,77759,1.4,Automatic,Diesel,Hills,3,257,smooth,1
Mahindra,Bolero,2008,50229,1.7,Manual,Petrol,Hills,5,20,rough,1
Tata,Altroz,2019,84697,0.9,Manual,Diesel,Highway,1,87,rough,0
Suzuki,Wagon R,2000,194966,1.6,Automatic,Diesel,Hills,1,140,normal,1
Suzuki,Alto,2019,36267,1.4,Automatic,Diesel,Highway,2,552,rough,1
Suzuki,Wagon R,2015,69423,2.1,Manual,Diesel,Highway,1,307,smooth,1
Kia,Sonet,2014,142062,1.5,Manual,Petrol,Urban,1,290,smooth,1
Tata,Altroz,2022,54523,2.0,Manual,Petrol,Urban,3,268,smooth,0
Suzuki,Baleno,2012,7610,2.2,Manual,Petrol,Highway,1,401,normal,1
Suzuki,Wagon R,2010,100222,2.4,Automatic,Diesel,Urban,5,92,rough,1
Mahindra,XUV300,2010,52725,1.9,Automatic,Petrol,Hills,5,9,smooth,0
Toyota,Hilux,2005,46422,2.1,Automatic,Petrol,Hills,3,523,rough,1
Kia,Sportage,2018,79479,2.4,Automatic,Petrol,Hills,2,438,smooth,1
Kia,Sportage,2000,140480,1.6,Automatic,Petrol,Hills,1,425,normal,1
Mahindra,XUV300,2005,24340,2.0,Manual,Diesel,Highway,3,98,normal,0
Mahindra,Bolero,2000,71070,1.1,Manual,Petrol,Highway,4,145,rough,0
Mahindra,XUV300,2002,63341,2.1,Manual,Petrol,Highway,1,397,normal,1
Hyundai,Creta,2012,4555,1.3,Manual,Petrol,Urban,3,246,normal,0
Suzuki,Alto,2001,71625,2.3,Manual,Diesel,Highway,1,124,normal,0
Suzuki,Wagon R,2022,119292,1.4,Manual,Petrol,Hills,4,246,smooth,1
Toyota,Corolla,2003,20754,1.8,Automatic,Petrol,Hills,1,530,normal,1
Mahindra,Scorpio,2004,67757,1.9,Automatic,Petrol,Hills,2,36,smooth,0
Mahindra,Bolero,2022,38107,1.1,Manual,Petrol,Hills,4,443,normal,1
Suzuki,Wagon R,2014,119304,1.8,Manual,Diesel,Hills,2,214,smooth,1
Tata,Nexon,2016,167232,1.8,Manual,Petrol,Highway,3,67,rough,0
Kia,Sportage,2010,79427,1.7,Manual,Petrol,Urban,5,78,normal,0
Hyundai,Creta,2014,127668,1.7,Manual,Diesel,Highway,1,471,rough,1
Toyota,Hilux,2002,162262,1.0,Manual,Diesel,Urban,1,205,smooth,1
Kia,Sportage,2012,182267,1.5,Manual,Diesel,Highway,5,538,smooth,1
Suzuki,Baleno,2008,21164,1.5,Automatic,Petrol,Urban,5,287,smooth,1
Toyota,Hilux,2022,157625,1.3,Manual,Petrol,Highway,4,476,rough,1
Kia,Sonet,2023,88482,1.1,Manual,Petrol,Hills,1,452,smooth,1
Suzuki,Swift,2019,62789,2.2,Manual,Diesel,Hills,1,221,smooth,1
Toyota,Corolla,2016,82548,1.2,Automatic,Petrol,Urban,2,278,smooth,1
Tata,Tiago,2006,158359,2.0,Automatic,Petrol,Hills,5,17,normal,0
Suzuki,Alto,2010,39395,1.2,Manual,Diesel,Urban,5,382,rough,1
Suzuki,Baleno,2022,42190,1.2,Manual,Diesel,Highway,1,582,smooth,1
Suzuki,Alto,2010,73943,1.5,Automatic,Diesel,Highway,1,170,normal,0
Hyundai,Creta,2010,152875,2.0,Manual,Diesel,Urban,1,509,smooth,1
Kia,Sonet,2013,102242,2.4,Manual,Petrol,Hills,2,328,rough,1
Mahindra,XUV300,2006,45991,1.0,Automatic,Diesel,Hills,1,368,normal,1
Mahindra,XUV300,2007,161419,1.0,Automatic,Diesel,Urban,5,248,normal,1
Mahindra,XUV300,2005,27054,2.3,Manual,Petrol,Highway,2,415,smooth,1
Suzuki,Swift,2014,86611,2.3,Automatic,Petrol,Hills,2,35,rough,1
Mahindra,Scorpio,1999,172886,1.0,Automatic,Petrol,Highway,3,12,smooth,0
Suzuki,Baleno,2022,143448,1.6,Manual,Diesel,Urban,1,192,smooth,1
Toyota,Corolla,2009,50460,1.4,Automatic,Diesel,Urban,2,292,smooth,1
Kia,Sportage,1999,170656,2.0,Manual,Diesel,Urban,1,378,rough,1
Hyundai,i10,2003,11996,0.8,Automatic,Petrol,Urban,3,177,normal,0
Mahindra,Scorpio,1999,183779,0.9,Automatic,Diesel,Highway,4,221,smooth,1
Toyota,Hilux,2017,195739,1.3,Automatic,Petrol,Hills,4,253,normal,1
Kia,Seltos,2000,82877,0.8,Automatic,Diesel,Highway,3,579,smooth,1
Suzuki,Swift,1998,183282,2.3,Automatic,Petrol,Hills,2,559,smooth,1
Tata,Nexon,2020,180342,1.0,Automatic,Petrol,Urban,5,475,rough,1
Hyundai,Venue,2007,36645,1.2,Manual,Diesel,Hills,4,397,smooth,1
Tata,Nexon,2022,27365,0.9,Manual,Diesel,Highway,2,229,smooth,1
Mahindra,XUV300,2017,107591,1.5,Automatic,Petrol,Highway,3,67,rough,0
Mahindra,Bolero,2023,119833,1.6,Automatic,Petrol,Hills,1,205,normal,1
Mahindra,Bolero,2008,13468,1.6,Automatic,Diesel,Highway,1,187,rough,1
Toyota,Hilux,2017,69036,2.0,Automatic,Petrol,Highway,4,487,rough,1
Mahindra,XUV300,1998,87073,0.9,Automatic,Petrol,Hills,4,575,smooth,1
Kia,Sportage,2002,119685,2.1,Manual,Diesel,Highway,2,507,smooth,1
Kia,Sonet,2001,163822,0.9,Manual,Diesel,Highway,3,2,smooth,0
Tata,Nexon,2020,126555,1.7,Automatic,Diesel,Hills,5,60,normal,0
Mahindra,Bolero,2019,88464,1.6,Automatic,Diesel,Highway,3,371,smooth,0
Mahindra,XUV300,1998,90629,1.1,Manual,Petrol,Hills,4,371,smooth,1
Kia,Sonet,2020,195773,1.2,Manual,Diesel,Urban,2,412,smooth,1
Kia,Sonet,2011,137480,2.2,Automatic,Diesel,Hills,5,64,normal,0
Suzuki,Swift,2014,161381,2.0,Manual,Petrol,Highway,4,59,smooth,0
Mahindra,Scorpio,2010,91647,2.2,Manual,Petrol,Hills,4,63,normal,0
Hyundai,i20,2002,128250,1.0,Automatic,Petrol,Urban,4,546,smooth,0
Hyundai,i10,1999,173424,0.8,Automatic,Diesel,Highway,1,273,normal,1
Mahindra,Bolero,2019,94529,2.0,Manual,Petrol,Hills,4,314,smooth,1
Tata,Altroz,2016,141073,1.4,Manual,Diesel,Urban,3,423,rough,1
Suzuki,Swift,2008,159367,1.8,Manual,Petrol,Urban,1,553,rough,1
Kia,Sonet,2020,109405,1.7,Automatic,Diesel,Urban,1,333,normal,1
Kia,Sonet,2005,122913,2.1,Automatic,Petrol,Highway,2,78,rough,0
Suzuki,Swift,2002,74501,0.8,Manual,Petrol,Highway,1,187,rough,1
Mahindra,Bolero,2017,104447,2.2,Manual,Petrol,Urban,4,337,rough,1
Toyota,Hilux,2016,136414,2.3,Automatic,Petrol,Highway,4,175,smooth,0
Mahindra,Bolero,1999,115988,2.3,Manual,Petrol,Urban,4,546,rough,1
Suzuki,Swift,2008,93986,2.4,Manual,Petrol,Highway,5,115,normal,0
Tata,Nexon,2005,155170,1.4,Automatic,Petrol,Hills,3,521,smooth,1
Hyundai,i20,2001,7667,2.0,Manual,Petrol,Highway,5,510,rough,1
Mahindra,Scorpio,2016,87403,1.8,Automatic,Petrol,Hills,1,333,smooth,1
Kia,Sonet,2008,176636,2.4,Automatic,Diesel,Hills,4,569,rough,1
Toyota,Hilux,2021,40230,1.6,Automatic,Petrol,Urban,4,85,normal,0
Hyundai,Venue,2006,141227,1.5,Manual,Diesel,Urban,1,205,rough,1
Tata,Altroz,2006,117753,1.9,Manual,Diesel,Highway,3,258,rough,1
Toyota,Hilux,2008,68860,1.2,Automatic,Diesel,Urban,5,534,normal,1
Mahindra,Scorpio,2020,169962,1.7,Automatic,Petrol,Urban,3,203,rough,1
Kia,Sonet,2023,179186,1.0,Automatic,Petrol,Urban,1,371,rough,1
Hyundai,Venue,2012,27686,1.8,Manual,Diesel,Highway,1,10,rough,1
Tata,Tiago,2003,23199,0.8,Automatic,Diesel,Urban,1,293,smooth,1
Kia,Sonet,2002,173176,2.1,Manual,Petrol,Highway,3,459,smooth,0
Kia,Sportage,2001,26815,2.2,Manual,Diesel,Highway,1,157,normal,0
Hyundai,i10,2011,89553,2.3,Manual,Diesel,Hills,3,217,rough,1
Toyota,Corolla,2014,44026,1.7,Manual,Petrol,Highway,5,345,rough,1
Tata,Nexon,2014,105495,1.8,Manual,Diesel,Hills,1,443,rough,1
Hyundai,i10,2018,140173,1.2,Automatic,Petrol,Highway,1,369,normal,1
Kia,Sonet,2011,113803,1.1,Manual,Petrol,Hills,1,209,smooth,1
Kia,Sportage,2001,182811,1.3,Manual,Diesel,Urban,1,370,rough,1
Tata,Nexon,2006,108071,1.0,Manual,Diesel,Hills,1,95,normal,1
Tata,Nexon,2013,91251,0.9,Manual,Diesel,Hills,2,422,rough,1
Mahindra,XUV300,2013,162259,2.3,Automatic,Diesel,Hills,5,229,rough,1
Kia,Sportage,2023,45478,0.9,Automatic,Diesel,Urban,3,573,smooth,0
Mahindra,Bolero,2013,136294,1.9,Manual,Diesel,Highway,2,571,smooth,1
Suzuki,Wagon R,2023,28162,1.0,Manual,Diesel,Hills,2,177,rough,1
Hyundai,i20,2011,107375,0.9,Manual,Petrol,Highway,4,294,rough,1
Tata,Nexon,2004,30883,1.0,Manual,Petrol,Hills,4,538,rough,1
Tata,Tiago,2013,178578,1.9,Manual,Diesel,Hills,1,434,smooth,1
Toyota,Corolla,1998,151917,2.0,Manual,Petrol,Urban,4,402,normal,0
Hyundai,i20,2020,132599,1.1,Manual,Diesel,Hills,1,147,smooth,0
Tata,Nexon,2012,62263,2.3,Manual,Petrol,Urban,5,158,smooth,0
Suzuki,Alto,2016,28063,1.6,Automatic,Petrol,Highway,2,355,smooth,1
Hyundai,Creta,2015,75501,1.2,Automatic,Petrol,Urban,3,168,normal,0
Toyota,Corolla,2023,179389,1.6,Automatic,Diesel,Highway,4,520,rough,1
Hyundai,i10,1999,196547,0.9,Manual,Petrol,Highway,1,500,smooth,1
Suzuki,Swift,2004,181692,1.9,Manual,Diesel,Highway,3,439,rough,1
Suzuki,Alto,2020,115096,1.3,Automatic,Diesel,Highway,5,141,rough,0
Toyota,Hilux,2007,147266,1.1,Automatic,Petrol,Highway,4,93,rough,0
Hyundai,i10,2022,40219,1.9,Manual,Petrol,Highway,2,428,normal,1
Kia,Sportage,2005,92836,1.8,Automatic,Diesel,Highway,5,63,rough,0
Suzuki,Alto,2005,198485,1.5,Manual,Petrol,Hills,5,549,normal,1
Mahindra,Scorpio,2020,180682,1.4,Automatic,Petrol,Hills,3,16,normal,0
Toyota,Corolla,2007,183311,1.5,Automatic,Diesel,Hills,5,466,normal,1
Mahindra,Bolero,2023,198696,1.2,Automatic,Diesel,Urban,5,7,normal,0
Tata,Nexon,2002,105958,1.2,Manual,Petrol,Urban,5,480,smooth,0
Suzuki,Swift,2019,155494,1.0,Manual,Petrol,Urban,3,125,rough,0
Tata,Tiago,2015,146836,1.4,Automatic,Petrol,Urban,3,93,rough,0
Hyundai,Venue,2020,141166,2.2,Automatic,Diesel,Hills,2,585,rough,1
Suzuki,Wagon R,2001,170328,1.2,Manual,Diesel,Urban,2,56,normal,1
Kia,Sportage,2014,106423,1.6,Manual,Petrol,Highway,1,360,normal,1
Suzuki,Swift,2007,68945,1.4,Manual,Diesel,Highway,3,89,smooth,0
Tata,Tiago,2001,52213,1.1,Automatic,Diesel,Highway,1,55,smooth,0
Tata,Tiago,2006,64898,1.4,Manual,Diesel,Urban,5,420,normal,1
Mahindra,Scorpio,1998,111229,0.9,Manual,Petrol,Urban,4,80,rough,0
Toyota,Hilux,2021,92374,1.9,Automatic,Diesel,Hills,3,387,rough,1
Tata,Tiago,2004,136527,1.8,Automatic,Diesel,Highway,5,175,rough,0
Suzuki,Alto,2018,43456,0.8,Manual,Diesel,Hills,2,346,normal,1
Hyundai,Venue,2013,78012,1.8,Automatic,Petrol,Hills,2,526,normal,1
Tata,Altroz,2000,38656,1.0,Manual,Diesel,Hills,4,280,normal,1
Toyota,Hilux,2006,98771,1.2,Manual,Petrol,Highway,5,220,rough,1
Mahindra,Scorpio,2022,80533,2.4,Manual,Diesel,Highway,1,146,normal,0
Tata,Nexon,2008,106424,1.8,Manual,Diesel,Urban,5,16,normal,0
Kia,Seltos,2016,135534,1.9,Automatic,Diesel,Hills,2,58,smooth,0
Toyota,Hilux,2006,161834,1.8,Automatic,Diesel,Hills,2,471,rough,1
Mahindra,Bolero,2007,30502,1.9,Automatic,Diesel,Highway,3,509,normal,1
Suzuki,Baleno,2018,109298,2.0,Automatic,Petrol,Highway,1,207,smooth,1
Suzuki,Swift,2018,130325,1.6,Automatic,Diesel,Hills,1,496,normal,1
Mahindra,XUV300,2005,158336,1.7,Manual,Diesel,Hills,1,469,smooth,1
Tata,Tiago,2004,180873,1.8,Automatic,Diesel,Hills,5,198,normal,1
Toyota,Corolla,2009,57714,2.3,Automatic,Petrol,Urban,5,107,rough,0
Kia,Sonet,2016,162532,1.9,Manual,Diesel,Hills,1,282,normal,1
Tata,Nexon,2016,137006,1.9,Automatic,Petrol,Highway,2,315,rough,1
Suzuki,Baleno,2005,21894,2.2,Automatic,Diesel,Urban,4,381,rough,1
Kia,Sonet,2014,9115,1.5,Manual,Diesel,Highway,2,394,rough,1
Suzuki,Alto,2010,52157,2.0,Automatic,Petrol,Hills,4,11,smooth,0
Kia,Sportage,1998,124535,1.4,Automatic,Diesel,Urban,4,115,smooth,0
Mahindra,Bolero,2003,103277,2.2,Automatic,Diesel,Highway,4,35,rough,0
Suzuki,Wagon R,2020,11143,2.2,Manual,Diesel,Hills,3,307,smooth,1
Hyundai,i20,1999,85159,1.1,Manual,Petrol,Hills,1,166,normal,0
Hyundai,Venue,2007,158590,1.1,Automatic,Diesel,Hills,5,204,smooth,1
Kia,Sportage,2000,174178,1.3,Manual,Petrol,Highway,3,401,smooth,0
Suzuki,Baleno,2004,5693,1.3,Automatic,Diesel,Hills,4,282,normal,1
Tata,Altroz,2012,77227,1.8,Manual,Diesel,Urban,3,19,rough,0
Hyundai,Venue,2017,31497,1.7,Automatic,Diesel,Urban,5,293,rough,1
Kia,Seltos,2003,56312,2.2,Manual,Petrol,Highway,5,124,normal,0
Mahindra,XUV300,2004,28875,2.2,Automatic,Diesel,Urban,3,485,smooth,1
Suzuki,Alto,2012,173952,1.7,Manual,Petrol,Hills,2,448,smooth,1
Suzuki,Swift,2008,173672,2.4,Manual,Diesel,Highway,4,277,normal,1
Toyota,Yaris,2017,136934,1.6,Manual,Diesel,Urban,2,66,rough,0
Mahindra,Scorpio,2020,171351,1.8,Automatic,Petrol,Hills,4,285,normal,1
Toyota,Corolla,2012,139428,2.2,Automatic,Petrol,Highway,3,56,normal,0
Tata,Altroz,2022,186255,1.9,Automatic,Diesel,Hills,5,433,smooth,1
Mahindra,XUV300,2000,76969,0.9,Manual,Petrol,Hills,5,444,rough,1
Hyundai,Venue,2004,32529,2.1,Automatic,Diesel,Highway,2,540,smooth,1
Toyota,Corolla,2004,176937,2.1,Automatic,Petrol,Hills,5,404,rough,1
Kia,Sonet,2023,162152,2.1,Manual,Diesel,Highway,2,79,smooth,0
Kia,Seltos,2018,138182,1.4,Automatic,Petrol,Highway,1,509,smooth,1
Suzuki,Baleno,2016,175736,2.0,Manual,Petrol,Urban,2,203,rough,1
Toyota,Corolla,2016,154950,1.2,Automatic,Petrol,Highway,2,114,rough,0
Kia,Seltos,2011,10676,0.9,Automatic,Petrol,Hills,1,97,normal,1
Tata,Tiago,2021,64045,1.1,Manual,Diesel,Urban,1,357,rough,1
Toyota,Hilux,2015,57322,2.0,Automatic,Diesel,Highway,5,228,normal,0
Mahindra,XUV300,2016,91499,1.8,Manual,Diesel,Highway,2,26,rough,1
Tata,Tiago,2005,120323,1.6,Automatic,Diesel,Highway,2,591,normal,1
Hyundai,Creta,2016,182793,1.3,Automatic,Petrol,Hills,4,582,smooth,1
Hyundai,i20,2004,170823,2.3,Automatic,Petrol,Urban,1,425,normal,1
Toyota,Hilux,2012,64581,0.9,Automatic,Diesel,Highway,5,14,smooth,0
Mahindra,Scorpio,2005,149662,2.3,Manual,Petrol,Highway,1,173,smooth,0
Hyundai,Creta,2004,40118,1.4,Automatic,Diesel,Urban,3,223,normal,1
Kia,Sonet,2016,122387,2.1,Manual,Petrol,Urban,5,72,normal,0
Hyundai,Creta,1999,125573,1.3,Automatic,Diesel,Hills,3,483,smooth,1
Hyundai,i10,2011,65718,0.8,Manual,Diesel,Highway,3,492,rough,1
Tata,Tiago,2021,53483,2.0,Automatic,Petrol,Hills,4,373,normal,1
Toyota,Corolla,2017,116140,1.2,Manual,Petrol,Hills,4,299,rough,1
Kia,Seltos,2003,182542,1.3,Manual,Diesel,Urban,2,583,smooth,1
Tata,Altroz,2001,142571,2.2,Automatic,Petrol,Hills,5,1,smooth,0
Hyundai,Creta,2022,37503,1.6,Manual,Petrol,Highway,1,196,rough,1
Suzuki,Wagon R,2009,70081,0.8,Manual,Petrol,Urban,3,285,normal,1
Tata,Tiago,2022,108634,1.2,Automatic,Diesel,Highway,5,537,rough,1
Hyundai,i20,2001,134972,1.4,Manual,Diesel,Highway,3,526,smooth,1
Hyundai,i20,2009,21161,1.5,Manual,Petrol,Highway,3,502,rough,1
Suzuki,Swift,2023,130260,1.0,Automatic,Petrol,Hills,4,543,normal,1
Kia,Sonet,2001,189505,1.1,Automatic,Petrol,Urban,4,241,rough,1
Tata,Altroz,2018,80008,1.4,Automatic,Diesel,Urban,3,501,normal,1
Kia,Sonet,2006,135282,1.4,Automatic,Petrol,Highway,3,54,smooth,0
Hyundai,Creta,2020,112573,1.8,Automatic,Petrol,Urban,4,169,smooth,0
Mahindra,XUV300,2021,95408,1.2,Manual,Petrol,Urban,4,243,rough,1
Mahindra,Bolero,2010,110127,0.8,Automatic,Petrol,Hills,5,16,normal,0
Hyundai,Creta,2013,122168,1.3,Manual,Diesel,Urban,3,45,rough,0
Suzuki,Wagon R,2021,170681,2.0,Automatic,Petrol,Urban,3,524,normal,1
Suzuki,Alto,2016,80632,1.1,Automatic,Petrol,Urban,3,2,smooth,0
Mahindra,Scorpio,2005,180093,1.9,Manual,Diesel,Hills,2,200,rough,1
Kia,Seltos,2020,143836,2.1,Manual,Diesel,Hills,1,412,rough,1
Tata,Nexon,2023,54013,0.8,Manual,Petrol,Highway,4,403,normal,0
Mahindra,XUV300,2009,176651,1.5,Manual,Diesel,Highway,1,541,normal,1
